,TimeStamp,Metric1,Metric2,Metric3,Metric1 Interpretation,Metric2 Interpretation,Metric3 Interpretation,Link,RT,Quotes,Likes,Views
twitter.com/DrCarlosLomeli/status/1712545470525092185,2023-10-12 19:07:12.000,0.6301412502924602,0.6380948672090246,0.6868496636549631,Aprobacion/Alegria,Aprobacion/Alegria,Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1712545470525092185,21,19,90,0
twitter.com/DrCarlosLomeli/status/1708754569373552736,2023-10-02 08:03:31.000,0.45528325599593084,0.2344831822337091,0.335466747348373,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/DrCarlosLomeli/status/1708754569373552736,25,115,111,0
twitter.com/DrCarlosLomeli/status/1703589657584586948,2023-09-18 02:00:00.000,0.5986742774645487,0.3856057852085481,0.4611353278160095,Neutral,Enojo/Molestia,Neutral,twitter.com/DrCarlosLomeli/status/1703589657584586948,12,15,63,0
twitter.com/DrCarlosLomeli/status/1706720580014071860,2023-09-26 17:21:10.000,0.7192452132701874,0.13741174732793995,0.4954448342323303,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/DrCarlosLomeli/status/1706720580014071860,5,11,75,0
twitter.com/DrCarlosLomeli/status/1719086568734875955,2023-10-30 20:19:11.000,0.7192452132701874,0.13741174732793995,0.4954448342323303,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/DrCarlosLomeli/status/1719086568734875955,4,0,45,0
twitter.com/DrCarlosLomeli/status/1702879672583823548,2023-09-16 02:58:46.000,0.7192452132701874,0.13741174732793995,0.4954448342323303,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/DrCarlosLomeli/status/1702879672583823548,4,3,38,0
twitter.com/DrCarlosLomeli/status/1702526270020436235,2023-09-15 03:34:28.000,0.7192452132701874,0.13741174732793995,0.4954448342323303,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/DrCarlosLomeli/status/1702526270020436235,2,0,39,0
twitter.com/DrCarlosLomeli/status/1730974314357231864,2023-12-02 15:36:51.000,0.8268522620201111,0.2829723345235405,0.6744405627250671,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1730974314357231864,3,4,14,0
twitter.com/DrCarlosLomeli/status/1730589638320849170,2023-12-01 14:08:17.000,0.9142896813504836,0.316727988247224,0.6150218143182642,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1730589638320849170,13,17,74,0
twitter.com/DrCarlosLomeli/status/1715864516590772252,2023-10-21 22:55:54.000,0.9401512145996094,0.1001506947229516,0.9803568124771118,Mucha Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1715864516590772252,4,5,43,0
twitter.com/DrCarlosLomeli/status/1706474001931878726,2023-09-26 01:01:21.000,0.5172195315361023,0.000379214406447911,0.007476627826690674,Neutral,Mucho Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/DrCarlosLomeli/status/1706474001931878726,2,5,33,0
twitter.com/DrCarlosLomeli/status/1726043316930646301,2023-11-19 01:02:49.000,0.8172101612841145,0.28858773713515934,0.326355913381898,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/DrCarlosLomeli/status/1726043316930646301,77,116,332,0
twitter.com/DrCarlosLomeli/status/1718344305633345578,2023-10-28 19:09:42.000,0.952087789773941,0.3077944011562008,0.7848019072642693,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1718344305633345578,40,31,85,0
twitter.com/DrCarlosLomeli/status/1716542856263876764,2023-10-23 19:51:23.000,0.7474664913283454,0.11408049330722227,0.9829813573095534,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1716542856263876764,11,15,80,0
twitter.com/DrCarlosLomeli/status/1715023119843528998,2023-10-19 15:12:30.000,0.7474664913283454,0.11408049330722227,0.9829813573095534,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1715023119843528998,2,0,36,0
twitter.com/DrCarlosLomeli/status/1731327588037956048,2023-12-03 15:00:38.000,0.4808717734283871,0.11527404690504109,0.5749204953511556,Neutral,Enojo/Molestia,Neutral,twitter.com/DrCarlosLomeli/status/1731327588037956048,11,14,66,0
twitter.com/DrCarlosLomeli/status/1717766837872570803,2023-10-27 04:55:03.000,0.4808717734283871,0.11527404690504109,0.5749204953511556,Neutral,Enojo/Molestia,Neutral,twitter.com/DrCarlosLomeli/status/1717766837872570803,12,0,65,0
twitter.com/DrCarlosLomeli/status/1720863483036889549,2023-11-04 18:00:01.000,0.5286005735397339,0.08788031879547263,0.9922969937324524,Neutral,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1720863483036889549,13,6,73,0
twitter.com/DrCarlosLomeli/status/1730980422773870856,2023-12-02 16:01:07.000,0.5286005735397339,0.08788031879547263,0.9922969937324524,Neutral,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1730980422773870856,0,0,6,0
twitter.com/DrCarlosLomeli/status/1717282863169552604,2023-10-25 20:51:54.000,0.5286005735397339,0.08788031879547263,0.9922969937324524,Neutral,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1717282863169552604,5,0,49,0
twitter.com/DrCarlosLomeli/status/1717979575643189346,2023-10-27 19:00:24.000,0.5286005735397339,0.08788031879547263,0.9922969937324524,Neutral,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1717979575643189346,4,0,47,0
twitter.com/DrCarlosLomeli/status/1703893350011597027,2023-09-18 22:06:46.000,0.22662142912546793,0.02144950415283502,0.16800896326700845,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/DrCarlosLomeli/status/1703893350011597027,10,13,53,0
twitter.com/DrCarlosLomeli/status/1711199803345134011,2023-10-09 02:00:00.000,0.22662142912546793,0.02144950415283502,0.16800896326700845,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/DrCarlosLomeli/status/1711199803345134011,9,7,57,0
twitter.com/DrCarlosLomeli/status/1735411853981802696,2023-12-14 21:30:03.000,0.3510696366429329,0.23227641823593037,0.6053289771080017,Enojo/Molestia,Enojo/Molestia,Aprobacion/Alegria,twitter.com/DrCarlosLomeli/status/1735411853981802696,9,10,76,0
