,TimeStamp,Metric1,Metric2,Metric3,Metric1 Interpretation,Metric2 Interpretation,Metric3 Interpretation,Link,RT,Quotes,Likes,Views
twitter.com/chemamtz_/status/1717351318526771705,2023-10-26 01:23:55.000,0.5219569226106008,0.21160194971303928,0.4815349082152049,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1717351318526771705,8,7,31,552
twitter.com/chemamtz_/status/1718063022042648693,2023-10-28 00:31:59.000,0.3409985899925232,0.04710594617955671,0.3254326780637105,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1718063022042648693,4,4,21,689
twitter.com/chemamtz_/status/1718025916343886157,2023-10-27 22:04:32.000,0.410779070854187,0.25397621344456384,0.48608624935150146,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1718025916343886157,9,2,22,502
twitter.com/chemamtz_/status/1709778082406559850,2023-10-05 03:50:35.000,0.4772698829571406,0.2119010685679564,0.513746052980423,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1709778082406559850,9,8,29,706
twitter.com/chemamtz_/status/1733618704401809561,2023-12-09 22:44:42.000,0.5644448989316038,0.19578700502603857,0.29498867925844696,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1733618704401809561,24,22,65,1805
twitter.com/chemamtz_/status/1714390855232987465,2023-10-17 21:20:06.000,0.6871882170438767,0.49470838853382787,0.5131587088108063,Aprobacion/Alegria,Neutral,Neutral,twitter.com/chemamtz_/status/1714390855232987465,6,2,29,321
twitter.com/chemamtz_/status/1725266623773151508,2023-11-16 21:36:31.000,0.5458907783031464,0.43944092939569274,0.4957102636496226,Neutral,Neutral,Neutral,twitter.com/chemamtz_/status/1725266623773151508,15,6,40,1099
twitter.com/chemamtz_/status/1713980089736503575,2023-10-16 18:07:52.000,0.9662905782461166,0.3200919977041763,0.7193078249692917,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1713980089736503575,21,8,67,1804
twitter.com/chemamtz_/status/1706815395691106522,2023-09-26 23:37:56.000,0.5347428822517395,0.2674988724985235,0.7526105999946594,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1706815395691106522,11,7,39,901
twitter.com/chemamtz_/status/1719548758545818019,2023-11-01 02:55:46.000,0.5301745745870803,0.0897171654956566,0.8781033820576138,Neutral,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1719548758545818019,8,9,29,569
twitter.com/chemamtz_/status/1712489027578855813,2023-10-12 15:22:55.000,0.6385960151167477,0.36328617541711944,0.761922769686755,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1712489027578855813,31,34,117,1579
twitter.com/chemamtz_/status/1714343133406753038,2023-10-17 18:10:28.000,0.3237983657254113,0.14927969526295098,0.4723572399881151,Enojo/Molestia,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1714343133406753038,18,9,35,2861
twitter.com/chemamtz_/status/1714102120272552121,2023-10-17 02:12:46.000,0.5141679525375367,0.16945883575985624,0.2755754292011261,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1714102120272552121,9,4,35,728
twitter.com/chemamtz_/status/1716630607529177324,2023-10-24 01:40:04.000,0.39151567518711095,0.21422032723107162,0.49942076206207275,Enojo/Molestia,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1716630607529177324,17,4,43,961
twitter.com/chemamtz_/status/1724117478651855351,2023-11-13 17:30:14.000,0.5000268921256066,0.07884974343238577,0.7209320217370987,Neutral,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1724117478651855351,11,8,26,2078
twitter.com/chemamtz_/status/1712846639533117761,2023-10-13 15:03:56.000,0.6501853172268186,0.38567008416418275,0.7283082732132503,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1712846639533117761,16,33,58,950
twitter.com/chemamtz_/status/1713338315770900669,2023-10-14 23:37:41.000,0.5087695479393006,0.2398510700272643,0.11721515655517578,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1713338315770900669,10,32,42,593
twitter.com/chemamtz_/status/1716572767317819536,2023-10-23 21:50:14.000,0.5126645386219024,0.012616317423106609,0.499835342168808,Neutral,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1716572767317819536,13,2,25,544
twitter.com/chemamtz_/status/1734304238275019091,2023-12-11 20:08:46.000,0.04776907960573832,0.04151484910804058,0.4067472815513611,Mucho Enojo/Molestia,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1734304238275019091,13,6,42,871
twitter.com/chemamtz_/status/1722404560600219831,2023-11-09 00:03:42.000,0.5539243519306183,0.33543552291470347,0.6182825565338135,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1722404560600219831,18,10,49,1582
twitter.com/chemamtz_/status/1709039870880948440,2023-10-03 02:57:12.000,0.7444656789302826,0.19936737076255973,0.9969910383224487,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1709039870880948440,8,8,35,404
twitter.com/chemamtz_/status/1715560223727821213,2023-10-21 02:46:45.000,0.759843240181605,0.04531140488900371,0.19329951206843057,Aprobacion/Alegria,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1715560223727821213,12,6,44,727
twitter.com/chemamtz_/status/1717313570625503557,2023-10-25 22:53:56.000,0.4147873610258102,0.1652909969155269,0.4019579490025838,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1717313570625503557,22,16,68,1048146
twitter.com/chemamtz_/status/1711971087850828200,2023-10-11 05:04:48.000,0.6268961509068807,0.25559444750795124,0.623797231250339,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1711971087850828200,8,15,46,1179
twitter.com/chemamtz_/status/1715506787095306695,2023-10-20 23:14:25.000,0.4857129454612732,0.2608375691874464,0.5004917681217194,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1715506787095306695,12,2,31,562
twitter.com/chemamtz_/status/1710356851739537877,2023-10-06 18:10:25.000,0.5861035261835371,0.2731205247617664,0.7054909978594098,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1710356851739537877,16,16,58,1685
twitter.com/chemamtz_/status/1704898739314290703,2023-09-21 16:41:49.000,0.8799032419919968,0.3282789361374638,0.9034978449344635,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1704898739314290703,4,11,30,1797
twitter.com/chemamtz_/status/1720475337186849093,2023-11-03 16:17:39.000,0.2916742280125618,0.024750722405118174,0.5384567081928253,Enojo/Molestia,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1720475337186849093,14,5,35,1257
twitter.com/chemamtz_/status/1717671062941385010,2023-10-26 22:34:28.000,0.4243587255477905,0.013938159817332554,0.5023981034755707,Neutral,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1717671062941385010,10,5,45,473
twitter.com/chemamtz_/status/1730761901049626974,2023-12-02 01:32:47.000,0.44668268731662203,0.27984680032874476,0.45884200504847933,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1730761901049626974,12,8,45,1587
twitter.com/chemamtz_/status/1710153964367589850,2023-10-06 04:44:12.000,0.8146488581384931,0.2739734755126716,0.8561106239046369,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1710153964367589850,15,7,50,996
twitter.com/chemamtz_/status/1703823943000273199,2023-09-18 17:30:58.000,0.24264677034484017,0.15953956864937469,0.6271656685405307,Enojo/Molestia,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1703823943000273199,10,10,35,1093
twitter.com/chemamtz_/status/1712122638582022551,2023-10-11 15:07:01.000,0.8741212657519749,0.40519918806109345,0.8502759621256873,Aprobacion/Alegria,Neutral,Aprobacion/Alegria,twitter.com/chemamtz_/status/1712122638582022551,12,29,53,786
twitter.com/chemamtz_/status/1717712914692382944,2023-10-27 01:20:47.000,0.5160836309194565,0.3948810966823892,0.6455393582582474,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1717712914692382944,10,4,33,469
twitter.com/chemamtz_/status/1716302265558983075,2023-10-23 03:55:22.000,0.47724318007628125,0.31857940494696085,0.6662074128786722,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1716302265558983075,18,7,52,11037
twitter.com/chemamtz_/status/1732172453454008337,2023-12-05 22:57:49.000,0.47724318007628125,0.31857940494696085,0.6662074128786722,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1732172453454008337,7,0,26,436
twitter.com/chemamtz_/status/1730062923114914020,2023-11-30 03:15:18.000,0.5101323360746558,0.22431415030390092,0.33936996351588855,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1730062923114914020,25,13,73,3123
twitter.com/chemamtz_/status/1714064130691285108,2023-10-16 23:41:49.000,0.7950093895196915,0.3633929299656434,0.5036967247724533,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1714064130691285108,15,4,59,1208
twitter.com/chemamtz_/status/1708188463206637778,2023-09-30 18:34:00.000,0.22553732693195344,0.17033876436443346,0.8533081889152527,Enojo/Molestia,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1708188463206637778,17,12,48,1042
twitter.com/chemamtz_/status/1706703271480418772,2023-09-26 16:12:23.000,0.05837520956993103,0.2574880752561502,0.7645272413889567,Mucho Enojo/Molestia,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1706703271480418772,12,12,47,1051
twitter.com/chemamtz_/status/1715136403682509191,2023-10-19 22:42:38.000,0.3936397585603926,0.11402564668643714,0.27202533351050484,Enojo/Molestia,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1715136403682509191,14,10,50,2234
twitter.com/chemamtz_/status/1735502564706201699,2023-12-15 03:30:30.000,0.3936397585603926,0.11402564668643714,0.27202533351050484,Enojo/Molestia,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1735502564706201699,10,0,21,183
twitter.com/chemamtz_/status/1733238652774338927,2023-12-08 21:34:31.000,0.4548263711087845,0.1672809228599834,0.2773568560095394,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1733238652774338927,21,19,45,967
twitter.com/chemamtz_/status/1705290307393163514,2023-09-22 18:37:46.000,0.48962361897741047,0.10570772740300874,0.727578341960907,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1705290307393163514,6,7,25,736
twitter.com/chemamtz_/status/1727390655238771033,2023-11-22 18:16:40.000,0.7440203130245209,0.026960746249144858,0.49438172578811646,Aprobacion/Alegria,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1727390655238771033,11,2,32,734
twitter.com/chemamtz_/status/1710470432833315068,2023-10-07 01:41:44.000,0.3923320615664125,0.24214025757947483,0.6476439880207181,Enojo/Molestia,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1710470432833315068,20,22,80,1946
twitter.com/chemamtz_/status/1734400467944276308,2023-12-12 02:31:09.000,0.40522572568484716,0.09260712912089086,0.6574029667036874,Neutral,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1734400467944276308,11,8,28,605
twitter.com/chemamtz_/status/1735345573299978575,2023-12-14 17:06:40.000,0.4975695312023163,0.00380647784182224,0.9974899291992188,Neutral,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1735345573299978575,6,2,19,374
twitter.com/chemamtz_/status/1707566882759258321,2023-09-29 01:24:04.000,0.7617224684128394,0.18887680772939244,0.8139291359828069,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1707566882759258321,25,18,83,4701
twitter.com/chemamtz_/status/1735731292392632679,2023-12-15 18:39:23.000,0.3515949249267578,0.1104342436923809,0.7333083301782608,Enojo/Molestia,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1735731292392632679,12,2,18,269
twitter.com/chemamtz_/status/1712622509541986788,2023-10-13 00:13:19.000,0.5182932845183782,0.3650642293064797,0.7474349928753716,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1712622509541986788,29,49,115,1726
twitter.com/chemamtz_/status/1717229178523635821,2023-10-25 17:18:35.000,0.2549991258553096,0.10984340521541135,0.42850764308656963,Enojo/Molestia,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1717229178523635821,8,7,29,623
twitter.com/chemamtz_/status/1721362768446558636,2023-11-06 03:04:00.000,0.8243710063397884,0.12988384389196694,0.8067737519741058,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1721362768446558636,16,14,60,2594
twitter.com/chemamtz_/status/1717583517125628073,2023-10-26 16:46:36.000,0.5331424733002981,0.0027144409893292694,0.34016666809717816,Neutral,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1717583517125628073,9,3,24,642
twitter.com/chemamtz_/status/1713354321482371155,2023-10-15 00:41:17.000,0.623221406811162,0.284183041644648,0.5634971229653609,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1713354321482371155,29,49,90,1416
twitter.com/chemamtz_/status/1716875324104016100,2023-10-24 17:52:29.000,0.8538502852121989,0.13761798250080456,0.5150937835375468,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1716875324104016100,14,9,44,723
twitter.com/chemamtz_/status/1709778146847818056,2023-10-05 03:50:51.000,0.8647565642992655,0.18414966992362503,0.9982994596163431,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1709778146847818056,2,4,11,180
twitter.com/chemamtz_/status/1711482835469562064,2023-10-09 20:44:40.000,0.9487580169330944,0.18210717196883247,0.7261608297174628,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1711482835469562064,12,16,43,767
twitter.com/chemamtz_/status/1732059191341093010,2023-12-05 15:27:45.000,0.4440046317875386,0.1667207965693251,0.18108965456485748,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1732059191341093010,11,8,33,1014
twitter.com/chemamtz_/status/1708296514966077867,2023-10-01 01:43:22.000,0.5672262708346049,0.39301690565425806,0.9898566603660583,Neutral,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1708296514966077867,5,7,34,557
twitter.com/chemamtz_/status/1711848735242690728,2023-10-10 20:58:37.000,0.5366389198736711,0.24398406967254072,0.8890187252651561,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1711848735242690728,6,17,30,1255
twitter.com/chemamtz_/status/1715450556095865055,2023-10-20 19:30:58.000,0.4858437716960907,0.30518913560112637,0.31243621110916137,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1715450556095865055,16,5,40,3374
twitter.com/chemamtz_/status/1722307742591762846,2023-11-08 17:38:59.000,0.771999329328537,0.14758234258773656,0.812325632572174,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1722307742591762846,5,7,34,1246
twitter.com/chemamtz_/status/1714714127619551618,2023-10-18 18:44:40.000,0.4924023896455765,0.04131243864082641,0.9946534037590027,Neutral,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1714714127619551618,11,2,31,466
twitter.com/chemamtz_/status/1711106451446309132,2023-10-08 19:49:03.000,0.5927950024604798,0.17428691028721802,0.9030384421348572,Neutral,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1711106451446309132,16,13,48,2578
twitter.com/chemamtz_/status/1731700257241649342,2023-12-04 15:41:29.000,0.4123363733291625,0.20273619555934608,0.41827979187170666,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1731700257241649342,13,12,32,1090
twitter.com/chemamtz_/status/1711527573434331379,2023-10-09 23:42:26.000,0.4951218088467916,0.22209823894478126,0.6594573458035787,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1711527573434331379,17,21,52,2332
twitter.com/chemamtz_/status/1718675334227267735,2023-10-29 17:05:05.000,0.4704909091646021,0.1351229645397545,0.4105340404943986,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1718675334227267735,12,12,50,970
twitter.com/chemamtz_/status/1735701637686030582,2023-12-15 16:41:32.000,0.4704909091646021,0.1351229645397545,0.4105340404943986,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1735701637686030582,7,0,20,188
twitter.com/chemamtz_/status/1718049977732071835,2023-10-27 23:40:09.000,0.5749756097793579,0.006663814623539096,0.9975959956645966,Neutral,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1718049977732071835,8,2,23,1691
twitter.com/chemamtz_/status/1716626367654105251,2023-10-24 01:23:14.000,0.5749756097793579,0.006663814623539096,0.9975959956645966,Neutral,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1716626367654105251,8,0,18,633
twitter.com/chemamtz_/status/1722777860350353540,2023-11-10 00:47:04.000,0.501109533905983,0.09511114386730615,0.8490163385868073,Neutral,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1722777860350353540,21,10,44,2581
twitter.com/chemamtz_/status/1718783251722981679,2023-10-30 00:13:55.000,0.5060018340746563,0.42698685203870707,0.6533419887224833,Neutral,Neutral,Aprobacion/Alegria,twitter.com/chemamtz_/status/1718783251722981679,8,4,39,516
twitter.com/chemamtz_/status/1732576613517107692,2023-12-07 01:43:49.000,0.6153672461708387,0.2634582455419227,0.28881969551245373,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1732576613517107692,30,13,72,1900
twitter.com/chemamtz_/status/1729930280989790663,2023-11-29 18:28:14.000,0.4449829265475273,0.17585547822391157,0.10689994096755981,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1729930280989790663,30,18,86,2449
twitter.com/chemamtz_/status/1725335815264350553,2023-11-17 02:11:28.000,0.5518190334240596,0.5244875509003429,0.6094953914483389,Neutral,Neutral,Aprobacion/Alegria,twitter.com/chemamtz_/status/1725335815264350553,14,6,37,980
twitter.com/chemamtz_/status/1713990564981391592,2023-10-16 18:49:29.000,0.9402280251185099,0.39727477615867374,0.7134299476941427,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1713990564981391592,9,3,34,659
twitter.com/chemamtz_/status/1706847119301038313,2023-09-27 01:43:59.000,0.6045031978935004,0.39092706239168923,0.8481000810861588,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1706847119301038313,48,42,147,2481
twitter.com/chemamtz_/status/1704944723301908644,2023-09-21 19:44:33.000,0.6898715808987617,0.20275981254082343,0.8163631111383438,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1704944723301908644,10,5,42,570
twitter.com/chemamtz_/status/1716270121197404303,2023-10-23 01:47:38.000,0.8002237151066462,0.15580741556599384,0.5301068176825842,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1716270121197404303,12,6,40,1590
twitter.com/chemamtz_/status/1730303851331281019,2023-11-30 19:12:40.000,0.5479729497432708,0.2523439791605882,0.48848394950230917,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1730303851331281019,20,14,51,2137
twitter.com/chemamtz_/status/1716801721073353021,2023-10-24 13:00:01.000,0.8034122884273529,0.00012133459391135642,0.9987328946590424,Aprobacion/Alegria,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1716801721073353021,3,2,12,263
twitter.com/chemamtz_/status/1707162039053865205,2023-09-27 22:35:22.000,0.5042587139389731,0.09264482010765232,0.4129502935843034,Neutral,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1707162039053865205,10,8,52,851
twitter.com/chemamtz_/status/1724932683489317179,2023-11-15 23:29:34.000,0.5047967712084452,0.05132190211596898,0.3913903037707011,Neutral,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1724932683489317179,10,6,49,1263
twitter.com/chemamtz_/status/1715882988771152201,2023-10-22 00:09:18.000,0.3830321232477824,0.035336544752235785,0.3341681758562724,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1715882988771152201,13,4,43,1013
twitter.com/chemamtz_/status/1704339449558020308,2023-09-20 03:39:24.000,0.4400550850800106,0.3094968042178456,0.43675520590373446,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1704339449558020308,8,9,37,971
twitter.com/chemamtz_/status/1705001241896485355,2023-09-21 23:29:08.000,0.8164854645729065,0.08324913691462593,0.7407624840736389,Aprobacion/Alegria,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1705001241896485355,10,9,41,720
twitter.com/chemamtz_/status/1722053332842303613,2023-11-08 00:48:03.000,0.42994968344767887,0.037338940559584026,0.5822781274716059,Neutral,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1722053332842303613,14,3,42,1099
twitter.com/chemamtz_/status/1717188676566884475,2023-10-25 14:37:38.000,0.4753944385051728,0.06311044291879489,0.584483551979065,Neutral,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1717188676566884475,16,5,47,2124958
twitter.com/chemamtz_/status/1715583156537930069,2023-10-21 04:17:53.000,0.5052637398242951,0.347849033479852,0.6593034664789835,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1715583156537930069,10,7,44,897
twitter.com/chemamtz_/status/1710780951994003933,2023-10-07 22:15:38.000,0.7034106009146747,0.26323339901730625,0.5900455187348759,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1710780951994003933,21,21,68,2242
twitter.com/chemamtz_/status/1718346507986805207,2023-10-28 19:18:27.000,0.5404051214456559,0.16835896324344352,0.398310050368309,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1718346507986805207,13,8,52,804
twitter.com/chemamtz_/status/1725551391966380123,2023-11-17 16:28:05.000,0.45333853309804745,0.10492938430368813,0.3810744123025374,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1725551391966380123,20,11,47,1050
twitter.com/chemamtz_/status/1702715623388717501,2023-09-15 16:06:54.000,0.5270528467638151,0.2213402894122041,0.3574247903057507,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1702715623388717501,25,62,118,17478
twitter.com/chemamtz_/status/1709335116294520847,2023-10-03 22:30:24.000,0.928391865321568,0.22232914507837678,0.9348215205328805,Mucha Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1709335116294520847,12,8,36,723
twitter.com/chemamtz_/status/1720574168125648947,2023-11-03 22:50:23.000,0.4584140972657637,0.05820005059953801,0.8582273721694946,Neutral,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1720574168125648947,21,7,40,2639
twitter.com/chemamtz_/status/1721706910309576877,2023-11-07 01:51:29.000,0.6452764451503753,0.1383322780630736,0.9980846842130026,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1721706910309576877,13,3,36,1005
twitter.com/chemamtz_/status/1711976081631088848,2023-10-11 05:24:39.000,0.7854844842106103,0.3564370104146785,0.8430879153311253,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1711976081631088848,6,21,31,475
twitter.com/chemamtz_/status/1704700839065989254,2023-09-21 03:35:26.000,0.12367850542068481,0.06264013063633607,0.9227379083633422,Enojo/Molestia,Mucho Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1704700839065989254,14,12,51,1097
twitter.com/chemamtz_/status/1707841937376473212,2023-09-29 19:37:02.000,0.5039127873049841,0.19652547499979833,0.637345658408271,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1707841937376473212,7,15,26,1254
twitter.com/chemamtz_/status/1711160475633774781,2023-10-08 23:23:43.000,0.8742698175566537,0.2781621690105983,0.8546526091439384,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1711160475633774781,10,10,41,674
twitter.com/chemamtz_/status/1709631052640100758,2023-10-04 18:06:21.000,0.07485675811767578,0.22892534490416666,0.5279511755163019,Mucho Enojo/Molestia,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1709631052640100758,18,14,59,1380
twitter.com/chemamtz_/status/1722759712997880090,2023-11-09 23:34:57.000,0.5708221512682298,0.12162586611085086,0.8569963907494265,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1722759712997880090,19,11,49,2170
twitter.com/chemamtz_/status/1731873765426929847,2023-12-05 03:10:56.000,0.2939106474320094,0.02009533576509481,0.32140711943308514,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1731873765426929847,16,9,38,2299
twitter.com/chemamtz_/status/1732399606711947296,2023-12-06 14:00:27.000,0.6528375196456909,0.046326747575400194,0.5633103132247925,Aprobacion/Alegria,Mucho Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1732399606711947296,23,5,53,2001
twitter.com/chemamtz_/status/1704650971958132956,2023-09-21 00:17:17.000,0.4042011141777039,0.1341676444942875,0.5143783858844212,Neutral,Enojo/Molestia,Neutral,twitter.com/chemamtz_/status/1704650971958132956,8,11,27,836
twitter.com/chemamtz_/status/1703933508874350919,2023-09-19 00:46:20.000,0.837754100561142,0.14824572048381637,0.9353101154168447,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/chemamtz_/status/1703933508874350919,8,6,32,743
twitter.com/chemamtz_/status/1713014575589671039,2023-10-14 02:11:15.000,0.5229451262288624,0.14698468487425762,0.7756562464767032,Neutral,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1713014575589671039,16,53,47,882
twitter.com/chemamtz_/status/1726425411926528075,2023-11-20 02:21:08.000,0.7318875901401043,0.16731965208339197,0.19663119316101074,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/chemamtz_/status/1726425411926528075,25,9,55,3379
twitter.com/chemamtz_/status/1730657440134558131,2023-12-01 18:37:42.000,0.8822446465492249,0.13999992784434823,0.837907095750173,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/chemamtz_/status/1730657440134558131,8,3,27,614
twitter.com/chemamtz_/status/1729909494753243594,2023-11-29 17:05:38.000,0.4930136263370514,0.4013856384588774,0.6193996667861938,Neutral,Neutral,Aprobacion/Alegria,twitter.com/chemamtz_/status/1729909494753243594,12,2,23,559
