,TimeStamp,Metric1,Metric2,Metric3,Metric1 Interpretation,Metric2 Interpretation,Metric3 Interpretation,Link,RT,Quotes,Likes,Views
twitter.com/VeroDelgadilloG/status/1733676880249639348,2023-12-10 02:35:53.000,0.4386132465468513,0.13059782113685806,0.10535517003801134,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1733676880249639348,3,0,8,397
twitter.com/VeroDelgadilloG/status/1715524630579155197,2023-10-21 00:25:19.000,0.6206858839307513,0.1424660977342981,0.0512735162462507,Aprobacion/Alegria,Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1715524630579155197,0,3,22,682
twitter.com/VeroDelgadilloG/status/1709750289434337369,2023-10-05 02:00:09.000,0.6206858839307513,0.1424660977342981,0.0512735162462507,Aprobacion/Alegria,Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1709750289434337369,0,0,3,184
twitter.com/VeroDelgadilloG/status/1733977407298912613,2023-12-10 22:30:04.000,0.6872976273298264,0.20491330036608454,0.16357016563415527,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1733977407298912613,8,8,35,1064
twitter.com/VeroDelgadilloG/status/1729209735050924341,2023-11-27 18:45:02.000,0.5077049427562291,0.15414082056850717,0.4046429991722107,Neutral,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1729209735050924341,15,18,95,4005
twitter.com/VeroDelgadilloG/status/1716209071626617171,2023-10-22 21:45:02.000,0.6657884892076253,0.23534803203310797,0.23843678459525108,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1716209071626617171,8,18,86,3229
twitter.com/VeroDelgadilloG/status/1709673602965197180,2023-10-04 20:55:25.000,0.7926253527402878,0.43204694832268214,0.7497391253709793,Aprobacion/Alegria,Neutral,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1709673602965197180,3,3,19,745
twitter.com/VeroDelgadilloG/status/1733630158282936694,2023-12-09 23:30:13.000,0.824343715025031,0.22327888302103086,0.3184389135111933,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1733630158282936694,18,26,81,4385
twitter.com/VeroDelgadilloG/status/1730820627496628353,2023-12-02 05:26:09.000,0.9568001500197819,0.20997856848066254,0.8796777214322772,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1730820627496628353,3,2,30,1097
twitter.com/VeroDelgadilloG/status/1717267397604987287,2023-10-25 19:50:27.000,0.9568001500197819,0.20997856848066254,0.8796777214322772,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1717267397604987287,2,0,14,585
twitter.com/VeroDelgadilloG/status/1715020168831852654,2023-10-19 15:00:46.000,0.9568001500197819,0.20997856848066254,0.8796777214322772,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1715020168831852654,1,0,6,419
twitter.com/VeroDelgadilloG/status/1712281435644522883,2023-10-12 01:38:01.000,0.9568001500197819,0.20997856848066254,0.8796777214322772,Mucha Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1712281435644522883,4,0,16,472
twitter.com/VeroDelgadilloG/status/1731169254278664549,2023-12-03 04:31:28.000,0.522468215227127,0.014633773460360993,0.6568552553653717,Neutral,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1731169254278664549,0,3,10,1045
twitter.com/VeroDelgadilloG/status/1732526886230851689,2023-12-06 22:26:13.000,0.522468215227127,0.014633773460360993,0.6568552553653717,Neutral,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1732526886230851689,6,0,17,290
twitter.com/VeroDelgadilloG/status/1717010858067599727,2023-10-25 02:51:03.000,0.4109749952952067,0.046930099278028777,0.16226595640182495,Neutral,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1717010858067599727,3,6,37,1051
twitter.com/VeroDelgadilloG/status/1727500693895082038,2023-11-23 01:33:55.000,0.3396511793136597,0.1424264952647341,0.026191341876983642,Enojo/Molestia,Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1727500693895082038,10,6,47,1594
twitter.com/VeroDelgadilloG/status/1722743601996988895,2023-11-09 22:30:56.000,0.5826215852951182,0.23519545225059102,0.28668772352152855,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1722743601996988895,20,33,152,4856
twitter.com/VeroDelgadilloG/status/1725207459483275311,2023-11-16 17:41:25.000,0.5826215852951182,0.23519545225059102,0.28668772352152855,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1725207459483275311,4,0,10,660
twitter.com/VeroDelgadilloG/status/1722654981939958073,2023-11-09 16:38:47.000,0.8734957395597945,0.22163619476535432,0.6542418127836183,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1722654981939958073,38,54,208,27494
twitter.com/VeroDelgadilloG/status/1718380433467924879,2023-10-28 21:33:15.000,0.8734957395597945,0.22163619476535432,0.6542418127836183,Aprobacion/Alegria,Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1718380433467924879,1,0,3,305
twitter.com/VeroDelgadilloG/status/1723184034900042150,2023-11-11 03:41:03.000,0.18747028833941412,0.006226057550929256,0.0014755255297610635,Enojo/Molestia,Mucho Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1723184034900042150,19,9,133,4269
twitter.com/VeroDelgadilloG/status/1726395178808648030,2023-11-20 00:21:00.000,0.6627067526181539,0.16676362702935266,0.31694547335306805,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1726395178808648030,3,4,10,769
twitter.com/VeroDelgadilloG/status/1729338978929639491,2023-11-28 03:18:36.000,0.6627067526181539,0.16676362702935266,0.31694547335306805,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1729338978929639491,1,0,9,479
twitter.com/VeroDelgadilloG/status/1731169252529639557,2023-12-03 04:31:28.000,0.6905198964879319,0.15548671639542175,0.3352642014219954,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1731169252529639557,36,224,252,21501
twitter.com/VeroDelgadilloG/status/1721600823288033681,2023-11-06 18:49:56.000,0.47852068781852725,0.14800096715547306,0.3001364469528198,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1721600823288033681,3,7,23,1287
twitter.com/VeroDelgadilloG/status/1734365300689133592,2023-12-12 00:11:25.000,0.6301004398200247,0.3331101582123917,0.5323042422533035,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1734365300689133592,26,36,122,6366
